nome_associado;sobrenome_associado;idade_associado;vlr_transacao_movimento;des_tranacao_movimento;data_movimento;numero_cartao;nome_impresso_cartao;data_criacao_cartao;tipo_conta;data_criacao_conta
Nome73;Sobrenome73;41;383.00;Restaurante;2024-08-23 17:16:35;4000000000000731;Nome73;2025-06-19 17:16:35;J;2025-06-19 17:16:35
Nome71;Sobrenome71;39;981.00;Compra Online;2023-01-03 17:16:35;4000000000000711;Nome71;2025-06-21 17:16:35;J;2025-06-21 17:16:35
Nome2;Sobrenome2;20;732.00;Pagamento Aluguel;2023-09-09 17:16:35;4000000000000022;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome74;Sobrenome74;42;684.00;Pagamento Aluguel;2023-10-27 17:16:35;4000000000000741;Nome74;2025-06-18 17:16:35;F;2025-06-18 17:16:35
Nome86;Sobrenome86;54;696.00;Pagamento Aluguel;2023-10-15 17:16:35;4000000000000861;Nome86;2025-06-06 17:16:35;F;2025-06-06 17:16:35
Nome43;Sobrenome43;61;653.00;Compra Online;2023-11-27 17:16:35;4000000000000431;Nome43;2025-07-19 17:16:35;J;2025-07-19 17:16:35
Nome25;Sobrenome25;43;35.00;Restaurante;2025-08-06 17:16:35;4000000000000251;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome21;Sobrenome21;39;181.00;Compra Online;2025-03-13 17:16:35;4000000000000211;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome8;Sobrenome8;26;418.00;Supermercado;2024-07-19 17:16:35;4000000000001081;Nome8;2025-05-15 17:16:35;F;2025-05-15 17:16:35
Nome18;Sobrenome18;36;298.00;Supermercado;2024-11-16 17:16:35;4000000000000182;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome12;Sobrenome12;30;322.00;Supermercado;2024-10-23 17:16:35;4000000000000121;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome6;Sobrenome6;24;736.00;Pagamento Aluguel;2023-09-05 17:16:35;4000000000000062;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome92;Sobrenome92;60;252.00;Pagamento Aluguel;2025-01-01 17:16:35;4000000000000921;Nome92;2025-05-31 17:16:35;F;2025-05-31 17:16:35
Nome9;Sobrenome9;27;569.00;Compra Online;2024-02-19 17:16:35;4000000000001091;Nome9;2025-05-14 17:16:35;J;2025-05-14 17:16:35
Nome8;Sobrenome8;26;318.00;Supermercado;2024-10-27 17:16:35;4000000000000081;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome60;Sobrenome60;28;970.00;Supermercado;2023-01-14 17:16:35;4000000000000601;Nome60;2025-07-02 17:16:35;F;2025-07-02 17:16:35
Nome33;Sobrenome33;51;43.00;Restaurante;2025-07-29 17:16:35;4000000000000331;Nome33;2025-07-29 17:16:35;J;2025-07-29 17:16:35
Nome6;Sobrenome6;24;916.00;Pagamento Aluguel;2023-03-09 17:16:35;4000000000000061;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome7;Sobrenome7;25;717.00;Compra Online;2023-09-24 17:16:35;4000000000001071;Nome7;2025-05-16 17:16:35;J;2025-05-16 17:16:35
Nome84;Sobrenome84;52;994.00;Supermercado;2022-12-21 17:16:35;4000000000000841;Nome84;2025-06-08 17:16:35;F;2025-06-08 17:16:35
Nome82;Sobrenome82;50;842.00;Supermercado;2023-05-22 17:16:35;4000000000000821;Nome82;2025-06-10 17:16:35;F;2025-06-10 17:16:35
Nome29;Sobrenome29;47;189.00;Compra Online;2025-03-05 17:16:35;4000000000000291;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome21;Sobrenome21;39;931.00;Restaurante;2023-02-22 17:16:35;4000000000000211;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome79;Sobrenome79;47;839.00;Restaurante;2023-05-25 17:16:35;4000000000000791;Nome79;2025-06-13 17:16:35;J;2025-06-13 17:16:35
Nome1;Sobrenome1;19;611.00;Restaurante;2024-01-08 17:16:35;4000000000000011;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome57;Sobrenome57;25;367.00;Restaurante;2024-09-08 17:16:35;4000000000000571;Nome57;2025-07-05 17:16:35;J;2025-07-05 17:16:35
Nome15;Sobrenome15;33;575.00;Restaurante;2024-02-13 17:16:35;4000000000001151;Nome15;2025-05-08 17:16:35;J;2025-05-08 17:16:35
Nome17;Sobrenome17;35;177.00;Compra Online;2025-03-17 17:16:35;4000000000000171;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome24;Sobrenome24;42;934.00;Supermercado;2023-02-19 17:16:35;4000000000000241;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome70;Sobrenome70;38;980.00;Pagamento Aluguel;2023-01-04 17:16:35;4000000000000701;Nome70;2025-06-22 17:16:35;F;2025-06-22 17:16:35
Nome98;Sobrenome98;66;558.00;Supermercado;2024-03-01 17:16:35;4000000000000981;Nome98;2025-05-25 17:16:35;F;2025-05-25 17:16:35
Nome28;Sobrenome28;46;338.00;Supermercado;2024-10-07 17:16:35;4000000000000281;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome22;Sobrenome22;40;602.00;Supermercado;2024-01-17 17:16:35;4000000000000222;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome1;Sobrenome1;19;711.00;Restaurante;2023-09-30 17:16:35;4000000000001011;Nome1;2025-05-22 17:16:35;J;2025-05-22 17:16:35
Nome40;Sobrenome40;58;800.00;Pagamento Aluguel;2023-07-03 17:16:35;4000000000000401;Nome40;2025-07-22 17:16:35;F;2025-07-22 17:16:35
Nome15;Sobrenome15;33;325.00;Compra Online;2024-10-20 17:16:35;4000000000000151;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome77;Sobrenome77;45;987.00;Restaurante;2022-12-28 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome25;Sobrenome25;43;335.00;Restaurante;2024-10-10 17:16:35;4000000000000251;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome12;Sobrenome12;30;122.00;Supermercado;2025-05-11 17:16:35;4000000000001121;Nome12;2025-05-11 17:16:35;F;2025-05-11 17:16:35
Nome97;Sobrenome97;65;407.00;Restaurante;2024-07-30 17:16:35;4000000000000971;Nome97;2025-05-26 17:16:35;J;2025-05-26 17:16:35
Nome38;Sobrenome38;56;498.00;Supermercado;2024-04-30 17:16:35;4000000000000381;Nome38;2025-07-24 17:16:35;F;2025-07-24 17:16:35
Nome29;Sobrenome29;47;159.00;Restaurante;2025-04-04 17:16:35;4000000000000292;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome16;Sobrenome16;34;176.00;Pagamento Aluguel;2025-03-18 17:16:35;4000000000000161;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome73;Sobrenome73;41;83.00;Restaurante;2025-06-19 17:16:35;4000000000000731;Nome73;2025-06-19 17:16:35;J;2025-06-19 17:16:35
Nome2;Sobrenome2;20;262.00;Supermercado;2024-12-22 17:16:35;4000000000001021;Nome2;2025-05-21 17:16:35;F;2025-05-21 17:16:35
Nome28;Sobrenome28;46;188.00;Pagamento Aluguel;2025-03-06 17:16:35;4000000000000281;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome12;Sobrenome12;30;622.00;Supermercado;2023-12-28 17:16:35;4000000000000121;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome47;Sobrenome47;65;207.00;Restaurante;2025-02-15 17:16:35;4000000000000471;Nome47;2025-07-15 17:16:35;J;2025-07-15 17:16:35
Nome64;Sobrenome64;32;974.00;Supermercado;2023-01-10 17:16:35;4000000000000641;Nome64;2025-06-28 17:16:35;F;2025-06-28 17:16:35
Nome95;Sobrenome95;63;1005.00;Compra Online;2022-12-10 17:16:35;4000000000000951;Nome95;2025-05-28 17:16:35;J;2025-05-28 17:16:35
Nome68;Sobrenome68;36;78.00;Supermercado;2025-06-24 17:16:35;4000000000000681;Nome68;2025-06-24 17:16:35;F;2025-06-24 17:16:35
Nome89;Sobrenome89;57;399.00;Restaurante;2024-08-07 17:16:35;4000000000000891;Nome89;2025-06-03 17:16:35;J;2025-06-03 17:16:35
Nome81;Sobrenome81;49;841.00;Compra Online;2023-05-23 17:16:35;4000000000000811;Nome81;2025-06-11 17:16:35;J;2025-06-11 17:16:35
Nome22;Sobrenome22;40;152.00;Pagamento Aluguel;2025-04-11 17:16:35;4000000000000222;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome93;Sobrenome93;61;853.00;Compra Online;2023-05-11 17:16:35;4000000000000931;Nome93;2025-05-30 17:16:35;J;2025-05-30 17:16:35
Nome54;Sobrenome54;22;814.00;Supermercado;2023-06-19 17:16:35;4000000000000541;Nome54;2025-07-08 17:16:35;F;2025-07-08 17:16:35
Nome97;Sobrenome97;65;557.00;Compra Online;2024-03-02 17:16:35;4000000000000971;Nome97;2025-05-26 17:16:35;J;2025-05-26 17:16:35
Nome77;Sobrenome77;45;387.00;Restaurante;2024-08-19 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome45;Sobrenome45;63;955.00;Restaurante;2023-01-29 17:16:35;4000000000000451;Nome45;2025-07-17 17:16:35;J;2025-07-17 17:16:35
Nome73;Sobrenome73;41;233.00;Compra Online;2025-01-20 17:16:35;4000000000000731;Nome73;2025-06-19 17:16:35;J;2025-06-19 17:16:35
Nome52;Sobrenome52;20;362.00;Supermercado;2024-09-13 17:16:35;4000000000000521;Nome52;2025-07-10 17:16:35;F;2025-07-10 17:16:35
Nome13;Sobrenome13;31;573.00;Compra Online;2024-02-15 17:16:35;4000000000001131;Nome13;2025-05-10 17:16:35;J;2025-05-10 17:16:35
Nome7;Sobrenome7;25;317.00;Compra Online;2024-10-28 17:16:35;4000000000000071;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome84;Sobrenome84;52;844.00;Pagamento Aluguel;2023-05-20 17:16:35;4000000000000841;Nome84;2025-06-08 17:16:35;F;2025-06-08 17:16:35
Nome14;Sobrenome14;32;24.00;Pagamento Aluguel;2025-08-17 17:16:35;4000000000000141;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome28;Sobrenome28;46;308.00;Pagamento Aluguel;2024-11-06 17:16:35;4000000000000282;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome100;Sobrenome100;18;260.00;Pagamento Aluguel;2024-12-24 17:16:35;4000000000001001;Nome100;2025-05-23 17:16:35;F;2025-05-23 17:16:35
Nome45;Sobrenome45;63;655.00;Restaurante;2023-11-25 17:16:35;4000000000000451;Nome45;2025-07-17 17:16:35;J;2025-07-17 17:16:35
Nome34;Sobrenome34;52;944.00;Pagamento Aluguel;2023-02-09 17:16:35;4000000000000341;Nome34;2025-07-28 17:16:35;F;2025-07-28 17:16:35
Nome76;Sobrenome76;44;536.00;Pagamento Aluguel;2024-03-23 17:16:35;4000000000000761;Nome76;2025-06-16 17:16:35;F;2025-06-16 17:16:35
Nome26;Sobrenome26;44;306.00;Supermercado;2024-11-08 17:16:35;4000000000000262;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome55;Sobrenome55;23;965.00;Compra Online;2023-01-19 17:16:35;4000000000000551;Nome55;2025-07-07 17:16:35;J;2025-07-07 17:16:35
Nome42;Sobrenome42;60;52.00;Pagamento Aluguel;2025-07-20 17:16:35;4000000000000421;Nome42;2025-07-20 17:16:35;F;2025-07-20 17:16:35
Nome6;Sobrenome6;24;566.00;Supermercado;2024-02-22 17:16:35;4000000000001061;Nome6;2025-05-17 17:16:35;F;2025-05-17 17:16:35
Nome85;Sobrenome85;53;245.00;Compra Online;2025-01-08 17:16:35;4000000000000851;Nome85;2025-06-07 17:16:35;J;2025-06-07 17:16:35
Nome12;Sobrenome12;30;22.00;Supermercado;2025-08-19 17:16:35;4000000000000121;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome22;Sobrenome22;40;182.00;Supermercado;2025-03-12 17:16:35;4000000000000221;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome6;Sobrenome6;24;886.00;Supermercado;2023-04-08 17:16:35;4000000000000062;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome43;Sobrenome43;61;953.00;Compra Online;2023-01-31 17:16:35;4000000000000431;Nome43;2025-07-19 17:16:35;J;2025-07-19 17:16:35
Nome45;Sobrenome45;63;505.00;Compra Online;2024-04-23 17:16:35;4000000000000451;Nome45;2025-07-17 17:16:35;J;2025-07-17 17:16:35
Nome56;Sobrenome56;24;66.00;Supermercado;2025-07-06 17:16:35;4000000000000561;Nome56;2025-07-06 17:16:35;F;2025-07-06 17:16:35
Nome18;Sobrenome18;36;448.00;Pagamento Aluguel;2024-06-19 17:16:35;4000000000000182;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome91;Sobrenome91;59;551.00;Restaurante;2024-03-08 17:16:35;4000000000000911;Nome91;2025-06-01 17:16:35;J;2025-06-01 17:16:35
Nome16;Sobrenome16;34;296.00;Pagamento Aluguel;2024-11-18 17:16:35;4000000000000162;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome94;Sobrenome94;62;854.00;Supermercado;2023-05-10 17:16:35;4000000000000941;Nome94;2025-05-29 17:16:35;F;2025-05-29 17:16:35
Nome84;Sobrenome84;52;394.00;Supermercado;2024-08-12 17:16:35;4000000000000841;Nome84;2025-06-08 17:16:35;F;2025-06-08 17:16:35
Nome70;Sobrenome70;38;530.00;Supermercado;2024-03-29 17:16:35;4000000000000701;Nome70;2025-06-22 17:16:35;F;2025-06-22 17:16:35
Nome36;Sobrenome36;54;646.00;Supermercado;2023-12-04 17:16:35;4000000000000361;Nome36;2025-07-26 17:16:35;F;2025-07-26 17:16:35
Nome85;Sobrenome85;53;695.00;Restaurante;2023-10-16 17:16:35;4000000000000851;Nome85;2025-06-07 17:16:35;J;2025-06-07 17:16:35
Nome44;Sobrenome44;62;654.00;Supermercado;2023-11-26 17:16:35;4000000000000441;Nome44;2025-07-18 17:16:35;F;2025-07-18 17:16:35
Nome13;Sobrenome13;31;293.00;Compra Online;2024-11-21 17:16:35;4000000000000132;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome37;Sobrenome37;55;647.00;Restaurante;2023-12-03 17:16:35;4000000000000371;Nome37;2025-07-25 17:16:35;J;2025-07-25 17:16:35
Nome55;Sobrenome55;23;665.00;Compra Online;2023-11-15 17:16:35;4000000000000551;Nome55;2025-07-07 17:16:35;J;2025-07-07 17:16:35
Nome8;Sobrenome8;26;468.00;Pagamento Aluguel;2024-05-30 17:16:35;4000000000000081;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome69;Sobrenome69;37;679.00;Restaurante;2023-11-01 17:16:35;4000000000000691;Nome69;2025-06-23 17:16:35;J;2025-06-23 17:16:35
Nome10;Sobrenome10;28;570.00;Supermercado;2024-02-18 17:16:35;4000000000001101;Nome10;2025-05-13 17:16:35;F;2025-05-13 17:16:35
Nome26;Sobrenome26;44;456.00;Pagamento Aluguel;2024-06-11 17:16:35;4000000000000262;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome57;Sobrenome57;25;217.00;Compra Online;2025-02-05 17:16:35;4000000000000571;Nome57;2025-07-05 17:16:35;J;2025-07-05 17:16:35
Nome64;Sobrenome64;32;224.00;Pagamento Aluguel;2025-01-29 17:16:35;4000000000000641;Nome64;2025-06-28 17:16:35;F;2025-06-28 17:16:35
Nome2;Sobrenome2;20;762.00;Supermercado;2023-08-10 17:16:35;4000000000000021;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome28;Sobrenome28;46;938.00;Supermercado;2023-02-15 17:16:35;4000000000000281;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome76;Sobrenome76;44;836.00;Pagamento Aluguel;2023-05-28 17:16:35;4000000000000761;Nome76;2025-06-16 17:16:35;F;2025-06-16 17:16:35
Nome27;Sobrenome27;45;487.00;Restaurante;2024-05-11 17:16:35;4000000000000271;Nome27;2025-08-04 17:16:35;J;2025-08-04 17:16:35
Nome1;Sobrenome1;19;881.00;Compra Online;2023-04-13 17:16:35;4000000000000012;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome57;Sobrenome57;25;967.00;Restaurante;2023-01-17 17:16:35;4000000000000571;Nome57;2025-07-05 17:16:35;J;2025-07-05 17:16:35
Nome24;Sobrenome24;42;484.00;Pagamento Aluguel;2024-05-14 17:16:35;4000000000000241;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome68;Sobrenome68;36;378.00;Supermercado;2024-08-28 17:16:35;4000000000000681;Nome68;2025-06-24 17:16:35;F;2025-06-24 17:16:35
Nome44;Sobrenome44;62;204.00;Pagamento Aluguel;2025-02-18 17:16:35;4000000000000441;Nome44;2025-07-18 17:16:35;F;2025-07-18 17:16:35
Nome6;Sobrenome6;24;316.00;Pagamento Aluguel;2024-10-29 17:16:35;4000000000000061;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome8;Sobrenome8;26;588.00;Pagamento Aluguel;2024-01-31 17:16:35;4000000000000082;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome45;Sobrenome45;63;805.00;Compra Online;2023-06-28 17:16:35;4000000000000451;Nome45;2025-07-17 17:16:35;J;2025-07-17 17:16:35
Nome27;Sobrenome27;45;937.00;Compra Online;2023-02-16 17:16:35;4000000000000271;Nome27;2025-08-04 17:16:35;J;2025-08-04 17:16:35
Nome20;Sobrenome20;38;780.00;Pagamento Aluguel;2023-07-23 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome19;Sobrenome19;37;929.00;Compra Online;2023-02-24 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome41;Sobrenome41;59;651.00;Restaurante;2023-11-29 17:16:35;4000000000000411;Nome41;2025-07-21 17:16:35;J;2025-07-21 17:16:35
Nome15;Sobrenome15;33;25.00;Compra Online;2025-08-16 17:16:35;4000000000000151;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome72;Sobrenome72;40;382.00;Supermercado;2024-08-24 17:16:35;4000000000000721;Nome72;2025-06-20 17:16:35;F;2025-06-20 17:16:35
Nome77;Sobrenome77;45;687.00;Restaurante;2023-10-24 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome62;Sobrenome62;30;522.00;Supermercado;2024-04-06 17:16:35;4000000000000621;Nome62;2025-06-30 17:16:35;F;2025-06-30 17:16:35
Nome90;Sobrenome90;58;550.00;Supermercado;2024-03-09 17:16:35;4000000000000901;Nome90;2025-06-02 17:16:35;F;2025-06-02 17:16:35
Nome11;Sobrenome11;29;721.00;Compra Online;2023-09-20 17:16:35;4000000000001111;Nome11;2025-05-12 17:16:35;J;2025-05-12 17:16:35
Nome65;Sobrenome65;33;225.00;Compra Online;2025-01-28 17:16:35;4000000000000651;Nome65;2025-06-27 17:16:35;J;2025-06-27 17:16:35
Nome13;Sobrenome13;31;423.00;Restaurante;2024-07-14 17:16:35;4000000000001131;Nome13;2025-05-10 17:16:35;J;2025-05-10 17:16:35
Nome69;Sobrenome69;37;979.00;Restaurante;2023-01-05 17:16:35;4000000000000691;Nome69;2025-06-23 17:16:35;J;2025-06-23 17:16:35
Nome25;Sobrenome25;43;155.00;Restaurante;2025-04-08 17:16:35;4000000000000252;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome7;Sobrenome7;25;267.00;Restaurante;2024-12-17 17:16:35;4000000000001071;Nome7;2025-05-16 17:16:35;J;2025-05-16 17:16:35
Nome62;Sobrenome62;30;372.00;Pagamento Aluguel;2024-09-03 17:16:35;4000000000000621;Nome62;2025-06-30 17:16:35;F;2025-06-30 17:16:35
Nome90;Sobrenome90;58;250.00;Supermercado;2025-01-03 17:16:35;4000000000000901;Nome90;2025-06-02 17:16:35;F;2025-06-02 17:16:35
Nome78;Sobrenome78;46;238.00;Supermercado;2025-01-15 17:16:35;4000000000000781;Nome78;2025-06-14 17:16:35;F;2025-06-14 17:16:35
Nome47;Sobrenome47;65;807.00;Restaurante;2023-06-26 17:16:35;4000000000000471;Nome47;2025-07-15 17:16:35;J;2025-07-15 17:16:35
Nome1;Sobrenome1;19;431.00;Restaurante;2024-07-06 17:16:35;4000000000000012;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome15;Sobrenome15;33;145.00;Compra Online;2025-04-18 17:16:35;4000000000000152;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome4;Sobrenome4;22;564.00;Pagamento Aluguel;2024-02-24 17:16:35;4000000000001041;Nome4;2025-05-19 17:16:35;F;2025-05-19 17:16:35
Nome69;Sobrenome69;37;79.00;Restaurante;2025-06-23 17:16:35;4000000000000691;Nome69;2025-06-23 17:16:35;J;2025-06-23 17:16:35
Nome70;Sobrenome70;38;680.00;Pagamento Aluguel;2023-10-31 17:16:35;4000000000000701;Nome70;2025-06-22 17:16:35;F;2025-06-22 17:16:35
Nome56;Sobrenome56;24;966.00;Supermercado;2023-01-18 17:16:35;4000000000000561;Nome56;2025-07-06 17:16:35;F;2025-07-06 17:16:35
Nome5;Sobrenome5;23;265.00;Compra Online;2024-12-19 17:16:35;4000000000001051;Nome5;2025-05-18 17:16:35;J;2025-05-18 17:16:35
Nome52;Sobrenome52;20;212.00;Pagamento Aluguel;2025-02-10 17:16:35;4000000000000521;Nome52;2025-07-10 17:16:35;F;2025-07-10 17:16:35
Nome3;Sobrenome3;21;163.00;Restaurante;2025-03-31 17:16:35;4000000000000031;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome37;Sobrenome37;55;797.00;Compra Online;2023-07-06 17:16:35;4000000000000371;Nome37;2025-07-25 17:16:35;J;2025-07-25 17:16:35
Nome7;Sobrenome7;25;137.00;Compra Online;2025-04-26 17:16:35;4000000000000072;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome10;Sobrenome10;28;120.00;Pagamento Aluguel;2025-05-13 17:16:35;4000000000001101;Nome10;2025-05-13 17:16:35;F;2025-05-13 17:16:35
Nome30;Sobrenome30;48;790.00;Supermercado;2023-07-13 17:16:35;4000000000000301;Nome30;2025-08-01 17:16:35;F;2025-08-01 17:16:35
Nome18;Sobrenome18;36;28.00;Pagamento Aluguel;2025-08-13 17:16:35;4000000000000181;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome81;Sobrenome81;49;241.00;Compra Online;2025-01-12 17:16:35;4000000000000811;Nome81;2025-06-11 17:16:35;J;2025-06-11 17:16:35
Nome57;Sobrenome57;25;817.00;Compra Online;2023-06-16 17:16:35;4000000000000571;Nome57;2025-07-05 17:16:35;J;2025-07-05 17:16:35
Nome14;Sobrenome14;32;274.00;Supermercado;2024-12-10 17:16:35;4000000000001141;Nome14;2025-05-09 17:16:35;F;2025-05-09 17:16:35
Nome14;Sobrenome14;32;174.00;Supermercado;2025-03-20 17:16:35;4000000000000141;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome79;Sobrenome79;47;539.00;Restaurante;2024-03-20 17:16:35;4000000000000791;Nome79;2025-06-13 17:16:35;J;2025-06-13 17:16:35
Nome69;Sobrenome69;37;529.00;Compra Online;2024-03-30 17:16:35;4000000000000691;Nome69;2025-06-23 17:16:35;J;2025-06-23 17:16:35
Nome10;Sobrenome10;28;590.00;Supermercado;2024-01-29 17:16:35;4000000000000102;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome28;Sobrenome28;46;638.00;Supermercado;2023-12-12 17:16:35;4000000000000281;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome16;Sobrenome16;34;576.00;Pagamento Aluguel;2024-02-12 17:16:35;4000000000001161;Nome16;2025-05-07 17:16:35;F;2025-05-07 17:16:35
Nome96;Sobrenome96;64;556.00;Pagamento Aluguel;2024-03-03 17:16:35;4000000000000961;Nome96;2025-05-27 17:16:35;F;2025-05-27 17:16:35
Nome61;Sobrenome61;29;671.00;Restaurante;2023-11-09 17:16:35;4000000000000611;Nome61;2025-07-01 17:16:35;J;2025-07-01 17:16:35
Nome8;Sobrenome8;26;568.00;Pagamento Aluguel;2024-02-20 17:16:35;4000000000001081;Nome8;2025-05-15 17:16:35;F;2025-05-15 17:16:35
Nome38;Sobrenome38;56;48.00;Pagamento Aluguel;2025-07-24 17:16:35;4000000000000381;Nome38;2025-07-24 17:16:35;F;2025-07-24 17:16:35
Nome60;Sobrenome60;28;220.00;Pagamento Aluguel;2025-02-02 17:16:35;4000000000000601;Nome60;2025-07-02 17:16:35;F;2025-07-02 17:16:35
Nome78;Sobrenome78;46;688.00;Pagamento Aluguel;2023-10-23 17:16:35;4000000000000781;Nome78;2025-06-14 17:16:35;F;2025-06-14 17:16:35
Nome12;Sobrenome12;30;422.00;Supermercado;2024-07-15 17:16:35;4000000000001121;Nome12;2025-05-11 17:16:35;F;2025-05-11 17:16:35
Nome2;Sobrenome2;20;862.00;Supermercado;2023-05-02 17:16:35;4000000000001021;Nome2;2025-05-21 17:16:35;F;2025-05-21 17:16:35
Nome2;Sobrenome2;20;882.00;Supermercado;2023-04-12 17:16:35;4000000000000022;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome66;Sobrenome66;34;76.00;Pagamento Aluguel;2025-06-26 17:16:35;4000000000000661;Nome66;2025-06-26 17:16:35;F;2025-06-26 17:16:35
Nome13;Sobrenome13;31;173.00;Compra Online;2025-03-21 17:16:35;4000000000000131;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome35;Sobrenome35;53;645.00;Compra Online;2023-12-05 17:16:35;4000000000000351;Nome35;2025-07-27 17:16:35;J;2025-07-27 17:16:35
Nome84;Sobrenome84;52;244.00;Pagamento Aluguel;2025-01-09 17:16:35;4000000000000841;Nome84;2025-06-08 17:16:35;F;2025-06-08 17:16:35
Nome10;Sobrenome10;28;440.00;Pagamento Aluguel;2024-06-27 17:16:35;4000000000000102;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome21;Sobrenome21;39;601.00;Compra Online;2024-01-18 17:16:35;4000000000000212;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome11;Sobrenome11;29;771.00;Restaurante;2023-08-01 17:16:35;4000000000000111;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome93;Sobrenome93;61;253.00;Compra Online;2024-12-31 17:16:35;4000000000000931;Nome93;2025-05-30 17:16:35;J;2025-05-30 17:16:35
Nome40;Sobrenome40;58;350.00;Supermercado;2024-09-25 17:16:35;4000000000000401;Nome40;2025-07-22 17:16:35;F;2025-07-22 17:16:35
Nome40;Sobrenome40;58;500.00;Pagamento Aluguel;2024-04-28 17:16:35;4000000000000401;Nome40;2025-07-22 17:16:35;F;2025-07-22 17:16:35
Nome18;Sobrenome18;36;728.00;Pagamento Aluguel;2023-09-13 17:16:35;4000000000001181;Nome18;2025-05-05 17:16:35;F;2025-05-05 17:16:35
Nome23;Sobrenome23;41;483.00;Restaurante;2024-05-15 17:16:35;4000000000000231;Nome23;2025-08-08 17:16:35;J;2025-08-08 17:16:35
Nome46;Sobrenome46;64;656.00;Pagamento Aluguel;2023-11-24 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
